#    L    TT             EE             BB             TE             PP             TP             EP          
  5393   0.637424E-01   0.173789E-02   0.000000E+00  -0.946542E-03   0.243996E-09   0.183241E-07   0.495301E-10
  5394   0.635324E-01   0.173392E-02   0.000000E+00  -0.936578E-03   0.243863E-09   0.183224E-07   0.497379E-10
  5395   0.633237E-01   0.172995E-02   0.000000E+00  -0.926699E-03   0.243731E-09   0.183208E-07   0.499443E-10
  5396   0.631163E-01   0.172599E-02   0.000000E+00  -0.916912E-03   0.243599E-09   0.183191E-07   0.501492E-10
  5397   0.629103E-01   0.172202E-02   0.000000E+00  -0.907211E-03   0.243467E-09   0.183175E-07   0.503528E-10
  5398   0.627057E-01   0.171805E-02   0.000000E+00  -0.897602E-03   0.243335E-09   0.183160E-07   0.505549E-10
  5399   0.625024E-01   0.171409E-02   0.000000E+00  -0.888086E-03   0.243203E-09   0.183145E-07   0.507556E-10
  5400   0.623006E-01   0.171012E-02   0.000000E+00  -0.878662E-03   0.243072E-09   0.183130E-07   0.509548E-10
  5401   0.621001E-01   0.170615E-02   0.000000E+00  -0.869331E-03   0.242940E-09   0.183115E-07   0.511526E-10
  5402   0.619011E-01   0.170218E-02   0.000000E+00  -0.860100E-03   0.242808E-09   0.183101E-07   0.513490E-10
  5403   0.617035E-01   0.169821E-02   0.000000E+00  -0.850954E-03   0.242677E-09   0.183087E-07   0.515439E-10
  5404   0.615074E-01   0.169424E-02   0.000000E+00  -0.841909E-03   0.242545E-09   0.183074E-07   0.517374E-10
  5405   0.613127E-01   0.169026E-02   0.000000E+00  -0.832963E-03   0.242414E-09   0.183061E-07   0.519294E-10
  5406   0.611194E-01   0.168629E-02   0.000000E+00  -0.824103E-03   0.242282E-09   0.183048E-07   0.521200E-10
  5407   0.609275E-01   0.168231E-02   0.000000E+00  -0.815343E-03   0.242151E-09   0.183035E-07   0.523092E-10
  5408   0.607370E-01   0.167833E-02   0.000000E+00  -0.806676E-03   0.242020E-09   0.183023E-07   0.524969E-10
  5409   0.605479E-01   0.167435E-02   0.000000E+00  -0.798101E-03   0.241889E-09   0.183011E-07   0.526832E-10
  5410   0.603602E-01   0.167037E-02   0.000000E+00  -0.789612E-03   0.241758E-09   0.183000E-07   0.528681E-10
  5411   0.601739E-01   0.166638E-02   0.000000E+00  -0.781223E-03   0.241627E-09   0.182988E-07   0.530516E-10
  5412   0.599891E-01   0.166240E-02   0.000000E+00  -0.772927E-03   0.241496E-09   0.182977E-07   0.532337E-10
  5413   0.598054E-01   0.165842E-02   0.000000E+00  -0.764717E-03   0.241365E-09   0.182967E-07   0.534143E-10
  5414   0.596233E-01   0.165443E-02   0.000000E+00  -0.756599E-03   0.241234E-09   0.182956E-07   0.535936E-10
  5415   0.594425E-01   0.165044E-02   0.000000E+00  -0.748567E-03   0.241103E-09   0.182946E-07   0.537714E-10
  5416   0.592630E-01   0.164645E-02   0.000000E+00  -0.740628E-03   0.240973E-09   0.182937E-07   0.539478E-10
  5417   0.590849E-01   0.164247E-02   0.000000E+00  -0.732782E-03   0.240842E-09   0.182927E-07   0.541229E-10
  5418   0.589081E-01   0.163848E-02   0.000000E+00  -0.725022E-03   0.240711E-09   0.182918E-07   0.542965E-10
  5419   0.587327E-01   0.163449E-02   0.000000E+00  -0.717354E-03   0.240581E-09   0.182909E-07   0.544688E-10
  5420   0.585586E-01   0.163050E-02   0.000000E+00  -0.709767E-03   0.240451E-09   0.182901E-07   0.546397E-10
  5421   0.583858E-01   0.162650E-02   0.000000E+00  -0.702271E-03   0.240320E-09   0.182892E-07   0.548091E-10
  5422   0.582143E-01   0.162251E-02   0.000000E+00  -0.694863E-03   0.240190E-09   0.182884E-07   0.549773E-10
  5423   0.580442E-01   0.161852E-02   0.000000E+00  -0.687539E-03   0.240060E-09   0.182877E-07   0.551440E-10
  5424   0.578753E-01   0.161453E-02   0.000000E+00  -0.680303E-03   0.239930E-09   0.182869E-07   0.553093E-10
  5425   0.577077E-01   0.161053E-02   0.000000E+00  -0.673152E-03   0.239800E-09   0.182862E-07   0.554733E-10
  5426   0.575415E-01   0.160654E-02   0.000000E+00  -0.666086E-03   0.239670E-09   0.182855E-07   0.556359E-10
  5427   0.573765E-01   0.160254E-02   0.000000E+00  -0.659105E-03   0.239540E-09   0.182848E-07   0.557972E-10
  5428   0.572128E-01   0.159854E-02   0.000000E+00  -0.652207E-03   0.239410E-09   0.182842E-07   0.559571E-10
  5429   0.570504E-01   0.159455E-02   0.000000E+00  -0.645394E-03   0.239280E-09   0.182836E-07   0.561156E-10
  5430   0.568891E-01   0.159055E-02   0.000000E+00  -0.638664E-03   0.239150E-09   0.182830E-07   0.562728E-10
  5431   0.567292E-01   0.158656E-02   0.000000E+00  -0.632017E-03   0.239021E-09   0.182824E-07   0.564286E-10
  5432   0.565706E-01   0.158256E-02   0.000000E+00  -0.625453E-03   0.238891E-09   0.182819E-07   0.565831E-10
  5433   0.564132E-01   0.157856E-02   0.000000E+00  -0.618970E-03   0.238762E-09   0.182814E-07   0.567362E-10
  5434   0.562569E-01   0.157457E-02   0.000000E+00  -0.612569E-03   0.238632E-09   0.182809E-07   0.568880E-10
  5435   0.561020E-01   0.157057E-02   0.000000E+00  -0.606248E-03   0.238503E-09   0.182804E-07   0.570385E-10
  5436   0.559483E-01   0.156657E-02   0.000000E+00  -0.600008E-03   0.238374E-09   0.182800E-07   0.571876E-10
  5437   0.557958E-01   0.156258E-02   0.000000E+00  -0.593848E-03   0.238244E-09   0.182795E-07   0.573354E-10
  5438   0.556445E-01   0.155858E-02   0.000000E+00  -0.587768E-03   0.238115E-09   0.182791E-07   0.574818E-10
  5439   0.554944E-01   0.155459E-02   0.000000E+00  -0.581767E-03   0.237986E-09   0.182788E-07   0.576270E-10
  5440   0.553455E-01   0.155059E-02   0.000000E+00  -0.575844E-03   0.237857E-09   0.182784E-07   0.577708E-10
  5441   0.551978E-01   0.154660E-02   0.000000E+00  -0.570001E-03   0.237728E-09   0.182781E-07   0.579133E-10
  5442   0.550513E-01   0.154260E-02   0.000000E+00  -0.564235E-03   0.237599E-09   0.182778E-07   0.580544E-10
  5443   0.549060E-01   0.153861E-02   0.000000E+00  -0.558546E-03   0.237471E-09   0.182775E-07   0.581943E-10
  5444   0.547618E-01   0.153462E-02   0.000000E+00  -0.552933E-03   0.237342E-09   0.182772E-07   0.583329E-10
  5445   0.546188E-01   0.153063E-02   0.000000E+00  -0.547398E-03   0.237213E-09   0.182770E-07   0.584701E-10
  5446   0.544770E-01   0.152663E-02   0.000000E+00  -0.541938E-03   0.237084E-09   0.182767E-07   0.586061E-10
  5447   0.543363E-01   0.152264E-02   0.000000E+00  -0.536554E-03   0.236956E-09   0.182765E-07   0.587408E-10
  5448   0.541968E-01   0.151865E-02   0.000000E+00  -0.531245E-03   0.236828E-09   0.182764E-07   0.588741E-10
  5449   0.540583E-01   0.151466E-02   0.000000E+00  -0.526010E-03   0.236699E-09   0.182762E-07   0.590062E-10
  5450   0.539211E-01   0.151067E-02   0.000000E+00  -0.520849E-03   0.236571E-09   0.182760E-07   0.591370E-10
  5451   0.537850E-01   0.150669E-02   0.000000E+00  -0.515762E-03   0.236443E-09   0.182759E-07   0.592665E-10
  5452   0.536500E-01   0.150270E-02   0.000000E+00  -0.510748E-03   0.236314E-09   0.182758E-07   0.593947E-10
  5453   0.535160E-01   0.149872E-02   0.000000E+00  -0.505808E-03   0.236186E-09   0.182757E-07   0.595216E-10
  5454   0.533833E-01   0.149473E-02   0.000000E+00  -0.500939E-03   0.236058E-09   0.182756E-07   0.596473E-10
  5455   0.532516E-01   0.149074E-02   0.000000E+00  -0.496143E-03   0.235930E-09   0.182756E-07   0.597717E-10
  5456   0.531210E-01   0.148676E-02   0.000000E+00  -0.491416E-03   0.235802E-09   0.182756E-07   0.598948E-10
  5457   0.529915E-01   0.148278E-02   0.000000E+00  -0.486762E-03   0.235674E-09   0.182755E-07   0.600166E-10
  5458   0.528631E-01   0.147880E-02   0.000000E+00  -0.482178E-03   0.235547E-09   0.182755E-07   0.601372E-10
  5459   0.527357E-01   0.147482E-02   0.000000E+00  -0.477663E-03   0.235419E-09   0.182755E-07   0.602566E-10
  5460   0.526095E-01   0.147085E-02   0.000000E+00  -0.473219E-03   0.235291E-09   0.182756E-07   0.603747E-10
  5461   0.524843E-01   0.146687E-02   0.000000E+00  -0.468843E-03   0.235164E-09   0.182756E-07   0.604915E-10
  5462   0.523601E-01   0.146290E-02   0.000000E+00  -0.464536E-03   0.235036E-09   0.182757E-07   0.606071E-10
  5463   0.522370E-01   0.145893E-02   0.000000E+00  -0.460296E-03   0.234909E-09   0.182758E-07   0.607214E-10
  5464   0.521150E-01   0.145495E-02   0.000000E+00  -0.456125E-03   0.234781E-09   0.182758E-07   0.608345E-10
  5465   0.519940E-01   0.145099E-02   0.000000E+00  -0.452021E-03   0.234654E-09   0.182759E-07   0.609464E-10
  5466   0.518740E-01   0.144702E-02   0.000000E+00  -0.447983E-03   0.234527E-09   0.182761E-07   0.610570E-10
  5467   0.517551E-01   0.144305E-02   0.000000E+00  -0.444012E-03   0.234400E-09   0.182762E-07   0.611664E-10
  5468   0.516371E-01   0.143909E-02   0.000000E+00  -0.440107E-03   0.234273E-09   0.182763E-07   0.612745E-10
  5469   0.515202E-01   0.143513E-02   0.000000E+00  -0.436267E-03   0.234146E-09   0.182765E-07   0.613815E-10
  5470   0.514043E-01   0.143117E-02   0.000000E+00  -0.432492E-03   0.234019E-09   0.182767E-07   0.614872E-10
  5471   0.512893E-01   0.142722E-02   0.000000E+00  -0.428782E-03   0.233892E-09   0.182769E-07   0.615917E-10
  5472   0.511754E-01   0.142326E-02   0.000000E+00  -0.425135E-03   0.233765E-09   0.182771E-07   0.616950E-10
  5473   0.510625E-01   0.141931E-02   0.000000E+00  -0.421552E-03   0.233638E-09   0.182773E-07   0.617970E-10
  5474   0.509505E-01   0.141535E-02   0.000000E+00  -0.418032E-03   0.233512E-09   0.182775E-07   0.618979E-10
  5475   0.508395E-01   0.141140E-02   0.000000E+00  -0.414575E-03   0.233385E-09   0.182777E-07   0.619975E-10
  5476   0.507295E-01   0.140746E-02   0.000000E+00  -0.411179E-03   0.233258E-09   0.182780E-07   0.620960E-10
  5477   0.506204E-01   0.140351E-02   0.000000E+00  -0.407845E-03   0.233132E-09   0.182782E-07   0.621932E-10
  5478   0.505123E-01   0.139957E-02   0.000000E+00  -0.404573E-03   0.233005E-09   0.182785E-07   0.622893E-10
  5479   0.504051E-01   0.139563E-02   0.000000E+00  -0.401362E-03   0.232879E-09   0.182788E-07   0.623842E-10
  5480   0.502989E-01   0.139170E-02   0.000000E+00  -0.398211E-03   0.232753E-09   0.182791E-07   0.624778E-10
  5481   0.501936E-01   0.138776E-02   0.000000E+00  -0.395119E-03   0.232627E-09   0.182794E-07   0.625703E-10
  5482   0.500892E-01   0.138382E-02   0.000000E+00  -0.392087E-03   0.232501E-09   0.182797E-07   0.626616E-10
  5483   0.499858E-01   0.137990E-02   0.000000E+00  -0.389114E-03   0.232374E-09   0.182800E-07   0.627518E-10
  5484   0.498833E-01   0.137597E-02   0.000000E+00  -0.386200E-03   0.232248E-09   0.182803E-07   0.628407E-10
  5485   0.497816E-01   0.137205E-02   0.000000E+00  -0.383343E-03   0.232122E-09   0.182806E-07   0.629285E-10
  5486   0.496810E-01   0.136813E-02   0.000000E+00  -0.380544E-03   0.231997E-09   0.182810E-07   0.630151E-10
  5487   0.495811E-01   0.136421E-02   0.000000E+00  -0.377802E-03   0.231871E-09   0.182813E-07   0.631006E-10
  5488   0.494822E-01   0.136030E-02   0.000000E+00  -0.375116E-03   0.231745E-09   0.182817E-07   0.631848E-10
  5489   0.493842E-01   0.135638E-02   0.000000E+00  -0.372487E-03   0.231619E-09   0.182821E-07   0.632680E-10
  5490   0.492869E-01   0.135248E-02   0.000000E+00  -0.369914E-03   0.231494E-09   0.182824E-07   0.633499E-10
  5491   0.491907E-01   0.134857E-02   0.000000E+00  -0.367395E-03   0.231368E-09   0.182828E-07   0.634308E-10
  5492   0.490952E-01   0.134467E-02   0.000000E+00  -0.364932E-03   0.231243E-09   0.182832E-07   0.635104E-10
  5493   0.490006E-01   0.134077E-02   0.000000E+00  -0.362523E-03   0.231117E-09   0.182836E-07   0.635889E-10
  5494   0.489069E-01   0.133687E-02   0.000000E+00  -0.360168E-03   0.230992E-09   0.182840E-07   0.636663E-10
  5495   0.488140E-01   0.133298E-02   0.000000E+00  -0.357867E-03   0.230867E-09   0.182844E-07   0.637426E-10
  5496   0.487219E-01   0.132909E-02   0.000000E+00  -0.355617E-03   0.230742E-09   0.182848E-07   0.638177E-10
  5497   0.486307E-01   0.132520E-02   0.000000E+00  -0.353422E-03   0.230617E-09   0.182852E-07   0.638916E-10
  5498   0.485403E-01   0.132132E-02   0.000000E+00  -0.351277E-03   0.230491E-09   0.182856E-07   0.639645E-10
  5499   0.484507E-01   0.131744E-02   0.000000E+00  -0.349184E-03   0.230366E-09   0.182860E-07   0.640362E-10
  5500   0.483619E-01   0.131357E-02   0.000000E+00  -0.347142E-03   0.230242E-09   0.182864E-07   0.641068E-10
  5501   0.482739E-01   0.130970E-02   0.000000E+00  -0.345151E-03   0.230117E-09   0.182869E-07   0.641763E-10
  5502   0.481868E-01   0.130583E-02   0.000000E+00  -0.343211E-03   0.229992E-09   0.182873E-07   0.642446E-10
  5503   0.481004E-01   0.130197E-02   0.000000E+00  -0.341320E-03   0.229867E-09   0.182877E-07   0.643119E-10
  5504   0.480148E-01   0.129810E-02   0.000000E+00  -0.339478E-03   0.229743E-09   0.182882E-07   0.643780E-10
  5505   0.479300E-01   0.129425E-02   0.000000E+00  -0.337685E-03   0.229618E-09   0.182886E-07   0.644430E-10
  5506   0.478459E-01   0.129040E-02   0.000000E+00  -0.335941E-03   0.229494E-09   0.182891E-07   0.645070E-10
  5507   0.477627E-01   0.128655E-02   0.000000E+00  -0.334244E-03   0.229369E-09   0.182895E-07   0.645698E-10
  5508   0.476801E-01   0.128271E-02   0.000000E+00  -0.332595E-03   0.229245E-09   0.182899E-07   0.646315E-10
  5509   0.475984E-01   0.127887E-02   0.000000E+00  -0.330993E-03   0.229120E-09   0.182904E-07   0.646922E-10
  5510   0.475174E-01   0.127503E-02   0.000000E+00  -0.329437E-03   0.228996E-09   0.182908E-07   0.647517E-10
  5511   0.474371E-01   0.127119E-02   0.000000E+00  -0.327927E-03   0.228872E-09   0.182913E-07   0.648102E-10
  5512   0.473576E-01   0.126737E-02   0.000000E+00  -0.326463E-03   0.228748E-09   0.182917E-07   0.648676E-10
  5513   0.472787E-01   0.126354E-02   0.000000E+00  -0.325045E-03   0.228624E-09   0.182922E-07   0.649239E-10
  5514   0.472006E-01   0.125973E-02   0.000000E+00  -0.323670E-03   0.228500E-09   0.182926E-07   0.649791E-10
  5515   0.471233E-01   0.125591E-02   0.000000E+00  -0.322340E-03   0.228376E-09   0.182930E-07   0.650332E-10
  5516   0.470466E-01   0.125211E-02   0.000000E+00  -0.321054E-03   0.228252E-09   0.182935E-07   0.650863E-10
  5517   0.469706E-01   0.124830E-02   0.000000E+00  -0.319811E-03   0.228128E-09   0.182939E-07   0.651383E-10
  5518   0.468953E-01   0.124450E-02   0.000000E+00  -0.318610E-03   0.228005E-09   0.182944E-07   0.651893E-10
  5519   0.468207E-01   0.124070E-02   0.000000E+00  -0.317453E-03   0.227881E-09   0.182948E-07   0.652392E-10
  5520   0.467468E-01   0.123691E-02   0.000000E+00  -0.316337E-03   0.227757E-09   0.182952E-07   0.652880E-10
  5521   0.466736E-01   0.123312E-02   0.000000E+00  -0.315263E-03   0.227634E-09   0.182957E-07   0.653358E-10
  5522   0.466011E-01   0.122934E-02   0.000000E+00  -0.314229E-03   0.227510E-09   0.182961E-07   0.653825E-10
  5523   0.465291E-01   0.122556E-02   0.000000E+00  -0.313236E-03   0.227387E-09   0.182965E-07   0.654282E-10
  5524   0.464579E-01   0.122179E-02   0.000000E+00  -0.312284E-03   0.227264E-09   0.182969E-07   0.654728E-10
  5525   0.463873E-01   0.121803E-02   0.000000E+00  -0.311370E-03   0.227140E-09   0.182974E-07   0.655164E-10
  5526   0.463173E-01   0.121426E-02   0.000000E+00  -0.310496E-03   0.227017E-09   0.182978E-07   0.655590E-10
  5527   0.462480E-01   0.121051E-02   0.000000E+00  -0.309661E-03   0.226894E-09   0.182982E-07   0.656006E-10
  5528   0.461793E-01   0.120676E-02   0.000000E+00  -0.308864E-03   0.226771E-09   0.182986E-07   0.656410E-10
  5529   0.461112E-01   0.120301E-02   0.000000E+00  -0.308105E-03   0.226648E-09   0.182990E-07   0.656805E-10
  5530   0.460438E-01   0.119927E-02   0.000000E+00  -0.307383E-03   0.226525E-09   0.182994E-07   0.657190E-10
  5531   0.459770E-01   0.119553E-02   0.000000E+00  -0.306698E-03   0.226402E-09   0.182998E-07   0.657564E-10
  5532   0.459107E-01   0.119180E-02   0.000000E+00  -0.306049E-03   0.226280E-09   0.183002E-07   0.657928E-10
  5533   0.458451E-01   0.118808E-02   0.000000E+00  -0.305436E-03   0.226157E-09   0.183005E-07   0.658282E-10
  5534   0.457800E-01   0.118435E-02   0.000000E+00  -0.304859E-03   0.226034E-09   0.183009E-07   0.658626E-10
  5535   0.457156E-01   0.118064E-02   0.000000E+00  -0.304317E-03   0.225912E-09   0.183013E-07   0.658960E-10
  5536   0.456517E-01   0.117693E-02   0.000000E+00  -0.303809E-03   0.225789E-09   0.183016E-07   0.659284E-10
  5537   0.455884E-01   0.117323E-02   0.000000E+00  -0.303336E-03   0.225667E-09   0.183020E-07   0.659598E-10
  5538   0.455257E-01   0.116953E-02   0.000000E+00  -0.302896E-03   0.225544E-09   0.183023E-07   0.659902E-10
  5539   0.454635E-01   0.116584E-02   0.000000E+00  -0.302489E-03   0.225422E-09   0.183027E-07   0.660196E-10
  5540   0.454018E-01   0.116215E-02   0.000000E+00  -0.302115E-03   0.225300E-09   0.183030E-07   0.660480E-10
  5541   0.453407E-01   0.115847E-02   0.000000E+00  -0.301774E-03   0.225178E-09   0.183033E-07   0.660754E-10
  5542   0.452802E-01   0.115480E-02   0.000000E+00  -0.301463E-03   0.225056E-09   0.183036E-07   0.661018E-10
  5543   0.452202E-01   0.115113E-02   0.000000E+00  -0.301185E-03   0.224934E-09   0.183039E-07   0.661273E-10
  5544   0.451607E-01   0.114746E-02   0.000000E+00  -0.300937E-03   0.224812E-09   0.183042E-07   0.661517E-10
  5545   0.451017E-01   0.114381E-02   0.000000E+00  -0.300720E-03   0.224690E-09   0.183045E-07   0.661752E-10
  5546   0.450433E-01   0.114016E-02   0.000000E+00  -0.300533E-03   0.224568E-09   0.183047E-07   0.661978E-10
  5547   0.449854E-01   0.113652E-02   0.000000E+00  -0.300374E-03   0.224446E-09   0.183050E-07   0.662193E-10
  5548   0.449279E-01   0.113288E-02   0.000000E+00  -0.300246E-03   0.224324E-09   0.183052E-07   0.662399E-10
  5549   0.448710E-01   0.112925E-02   0.000000E+00  -0.300146E-03   0.224203E-09   0.183055E-07   0.662596E-10
  5550   0.448145E-01   0.112562E-02   0.000000E+00  -0.300073E-03   0.224081E-09   0.183057E-07   0.662783E-10
  5551   0.447585E-01   0.112200E-02   0.000000E+00  -0.300030E-03   0.223960E-09   0.183059E-07   0.662960E-10
  5552   0.447030E-01   0.111839E-02   0.000000E+00  -0.300012E-03   0.223838E-09   0.183061E-07   0.663128E-10
  5553   0.446479E-01   0.111478E-02   0.000000E+00  -0.300021E-03   0.223717E-09   0.183063E-07   0.663286E-10
  5554   0.445934E-01   0.111119E-02   0.000000E+00  -0.300058E-03   0.223595E-09   0.183064E-07   0.663435E-10
  5555   0.445392E-01   0.110760E-02   0.000000E+00  -0.300119E-03   0.223474E-09   0.183066E-07   0.663574E-10
  5556   0.444856E-01   0.110401E-02   0.000000E+00  -0.300206E-03   0.223353E-09   0.183068E-07   0.663705E-10
  5557   0.444324E-01   0.110043E-02   0.000000E+00  -0.300318E-03   0.223232E-09   0.183069E-07   0.663825E-10
  5558   0.443795E-01   0.109686E-02   0.000000E+00  -0.300455E-03   0.223111E-09   0.183070E-07   0.663937E-10
  5559   0.443272E-01   0.109329E-02   0.000000E+00  -0.300615E-03   0.222990E-09   0.183071E-07   0.664039E-10
  5560   0.442752E-01   0.108973E-02   0.000000E+00  -0.300799E-03   0.222869E-09   0.183072E-07   0.664132E-10
  5561   0.442237E-01   0.108618E-02   0.000000E+00  -0.301006E-03   0.222748E-09   0.183073E-07   0.664216E-10
  5562   0.441726E-01   0.108264E-02   0.000000E+00  -0.301235E-03   0.222627E-09   0.183073E-07   0.664290E-10
  5563   0.441219E-01   0.107910E-02   0.000000E+00  -0.301487E-03   0.222507E-09   0.183074E-07   0.664356E-10
  5564   0.440716E-01   0.107557E-02   0.000000E+00  -0.301761E-03   0.222386E-09   0.183074E-07   0.664412E-10
  5565   0.440216E-01   0.107205E-02   0.000000E+00  -0.302055E-03   0.222265E-09   0.183074E-07   0.664459E-10
  5566   0.439721E-01   0.106853E-02   0.000000E+00  -0.302371E-03   0.222145E-09   0.183074E-07   0.664497E-10
  5567   0.439229E-01   0.106502E-02   0.000000E+00  -0.302706E-03   0.222024E-09   0.183074E-07   0.664527E-10
  5568   0.438741E-01   0.106152E-02   0.000000E+00  -0.303062E-03   0.221904E-09   0.183074E-07   0.664547E-10
  5569   0.438257E-01   0.105802E-02   0.000000E+00  -0.303437E-03   0.221784E-09   0.183073E-07   0.664558E-10
  5570   0.437777E-01   0.105454E-02   0.000000E+00  -0.303831E-03   0.221663E-09   0.183072E-07   0.664560E-10
  5571   0.437299E-01   0.105106E-02   0.000000E+00  -0.304243E-03   0.221543E-09   0.183071E-07   0.664554E-10
  5572   0.436825E-01   0.104758E-02   0.000000E+00  -0.304673E-03   0.221423E-09   0.183070E-07   0.664538E-10
  5573   0.436355E-01   0.104412E-02   0.000000E+00  -0.305121E-03   0.221303E-09   0.183069E-07   0.664514E-10
  5574   0.435888E-01   0.104066E-02   0.000000E+00  -0.305587E-03   0.221183E-09   0.183067E-07   0.664481E-10
  5575   0.435425E-01   0.103722E-02   0.000000E+00  -0.306068E-03   0.221063E-09   0.183066E-07   0.664440E-10
  5576   0.434964E-01   0.103377E-02   0.000000E+00  -0.306566E-03   0.220943E-09   0.183064E-07   0.664389E-10
  5577   0.434506E-01   0.103034E-02   0.000000E+00  -0.307080E-03   0.220824E-09   0.183062E-07   0.664330E-10
  5578   0.434052E-01   0.102691E-02   0.000000E+00  -0.307609E-03   0.220704E-09   0.183060E-07   0.664263E-10
  5579   0.433600E-01   0.102350E-02   0.000000E+00  -0.308152E-03   0.220584E-09   0.183057E-07   0.664186E-10
  5580   0.433152E-01   0.102009E-02   0.000000E+00  -0.308710E-03   0.220465E-09   0.183054E-07   0.664101E-10
  5581   0.432707E-01   0.101668E-02   0.000000E+00  -0.309282E-03   0.220345E-09   0.183052E-07   0.664008E-10
  5582   0.432264E-01   0.101330E-02   0.000000E+00  -0.309867E-03   0.220226E-09   0.183048E-07   0.663906E-10
  5583   0.431824E-01   0.100991E-02   0.000000E+00  -0.310465E-03   0.220106E-09   0.183045E-07   0.663796E-10
  5584   0.431386E-01   0.100653E-02   0.000000E+00  -0.311076E-03   0.219987E-09   0.183042E-07   0.663677E-10
  5585   0.430952E-01   0.100316E-02   0.000000E+00  -0.311699E-03   0.219868E-09   0.183038E-07   0.663549E-10
  5586   0.430520E-01   0.999798E-03   0.000000E+00  -0.312332E-03   0.219748E-09   0.183034E-07   0.663414E-10
  5587   0.430090E-01   0.996448E-03   0.000000E+00  -0.312978E-03   0.219629E-09   0.183030E-07   0.663270E-10
  5588   0.429663E-01   0.993104E-03   0.000000E+00  -0.313634E-03   0.219510E-09   0.183025E-07   0.663117E-10
  5589   0.429238E-01   0.989767E-03   0.000000E+00  -0.314300E-03   0.219391E-09   0.183020E-07   0.662957E-10
  5590   0.428815E-01   0.986437E-03   0.000000E+00  -0.314977E-03   0.219272E-09   0.183016E-07   0.662788E-10
  5591   0.428395E-01   0.983122E-03   0.000000E+00  -0.315662E-03   0.219153E-09   0.183010E-07   0.662611E-10
  5592   0.427976E-01   0.979813E-03   0.000000E+00  -0.316356E-03   0.219035E-09   0.183005E-07   0.662426E-10
  5593   0.427561E-01   0.976512E-03   0.000000E+00  -0.317058E-03   0.218916E-09   0.182999E-07   0.662232E-10
  5594   0.427147E-01   0.973218E-03   0.000000E+00  -0.317769E-03   0.218797E-09   0.182993E-07   0.662031E-10
  5595   0.426735E-01   0.969938E-03   0.000000E+00  -0.318487E-03   0.218678E-09   0.182987E-07   0.661821E-10
  5596   0.426324E-01   0.966665E-03   0.000000E+00  -0.319211E-03   0.218560E-09   0.182981E-07   0.661604E-10
  5597   0.425915E-01   0.963399E-03   0.000000E+00  -0.319942E-03   0.218441E-09   0.182974E-07   0.661378E-10
  5598   0.425509E-01   0.960140E-03   0.000000E+00  -0.320680E-03   0.218323E-09   0.182967E-07   0.661144E-10
  5599   0.425104E-01   0.956888E-03   0.000000E+00  -0.321423E-03   0.218205E-09   0.182960E-07   0.660903E-10
  5600   0.424701E-01   0.953650E-03   0.000000E+00  -0.322170E-03   0.218086E-09   0.182952E-07   0.660653E-10
  5601   0.424299E-01   0.950419E-03   0.000000E+00  -0.322923E-03   0.217968E-09   0.182945E-07   0.660396E-10
  5602   0.423899E-01   0.947203E-03   0.000000E+00  -0.323680E-03   0.217850E-09   0.182937E-07   0.660131E-10
  5603   0.423500E-01   0.943993E-03   0.000000E+00  -0.324441E-03   0.217732E-09   0.182928E-07   0.659858E-10
  5604   0.423103E-01   0.940790E-03   0.000000E+00  -0.325205E-03   0.217614E-09   0.182920E-07   0.659577E-10
  5605   0.422707E-01   0.937594E-03   0.000000E+00  -0.325972E-03   0.217496E-09   0.182911E-07   0.659288E-10
  5606   0.422312E-01   0.934413E-03   0.000000E+00  -0.326741E-03   0.217378E-09   0.182902E-07   0.658992E-10
  5607   0.421919E-01   0.931238E-03   0.000000E+00  -0.327512E-03   0.217260E-09   0.182892E-07   0.658688E-10
  5608   0.421526E-01   0.928078E-03   0.000000E+00  -0.328284E-03   0.217142E-09   0.182882E-07   0.658377E-10
  5609   0.421135E-01   0.924924E-03   0.000000E+00  -0.329058E-03   0.217025E-09   0.182872E-07   0.658057E-10
  5610   0.420744E-01   0.921777E-03   0.000000E+00  -0.329832E-03   0.216907E-09   0.182862E-07   0.657730E-10
  5611   0.420355E-01   0.918637E-03   0.000000E+00  -0.330607E-03   0.216790E-09   0.182851E-07   0.657396E-10
  5612   0.419966E-01   0.915511E-03   0.000000E+00  -0.331380E-03   0.216672E-09   0.182840E-07   0.657054E-10
  5613   0.419578E-01   0.912400E-03   0.000000E+00  -0.332153E-03   0.216555E-09   0.182829E-07   0.656705E-10
  5614   0.419191E-01   0.909295E-03   0.000000E+00  -0.332925E-03   0.216437E-09   0.182818E-07   0.656348E-10
  5615   0.418805E-01   0.906197E-03   0.000000E+00  -0.333695E-03   0.216320E-09   0.182806E-07   0.655984E-10
  5616   0.418419E-01   0.903113E-03   0.000000E+00  -0.334463E-03   0.216203E-09   0.182794E-07   0.655612E-10
  5617   0.418034E-01   0.900036E-03   0.000000E+00  -0.335228E-03   0.216085E-09   0.182781E-07   0.655233E-10
  5618   0.417649E-01   0.896965E-03   0.000000E+00  -0.335990E-03   0.215968E-09   0.182768E-07   0.654847E-10
  5619   0.417265E-01   0.893909E-03   0.000000E+00  -0.336748E-03   0.215851E-09   0.182755E-07   0.654453E-10
  5620   0.416881E-01   0.890867E-03   0.000000E+00  -0.337502E-03   0.215734E-09   0.182741E-07   0.654053E-10
  5621   0.416497E-01   0.887832E-03   0.000000E+00  -0.338252E-03   0.215617E-09   0.182728E-07   0.653645E-10
